Parcel Number,Photo,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
09.36.400.006,https://photos.camavision.com/5aef7ad844c7412815359c8d867f09a2/70,"
            1647 280TH ST, INDEPENDENCE 
                      ",2 Story Frame,1918,1416,"$170,650","$170,650",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
15.06.100.002,https://photos.camavision.com/1f9f5168edac2f27c5f403fb7a2c19b4/70,"
            2294 280TH ST, ROWLEY 
                      ",1 Story Frame,1982,1584,"$209,840","$209,840",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
15.05.300.007,https://photos.camavision.com/3ef2e262fa85737d067548b39eedda16/70,"
            2367 290TH ST,  ROWLEY 
                      ",2 Story Frame,1870,1825,"$168,370","$168,370",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
15.05.300.005,https://photos.camavision.com/4b26f9c6ad76ea5d0ef72eb6042c5de1/70,"
            2387 290TH ST,  ROWLEY 
                      ",2 Story Brick,1994,2598,"$412,680","$412,680",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
14.04.300.006,https://photos.camavision.com/d6133e224d0d40d2be28f6fad56548fd/70,"
            1895 290TH ST, ROWLEY 
                      ",1 Story Frame,1954,1352,"$166,310","$166,310",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
14.02.300.006,https://photos.camavision.com/9cab8019fe669220d6c7ccf2e29aac87/70,"
            2101 290TH ST, ROWLEY 
                      ",1 Story Bermed,2006,719,"$186,770","$186,770",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.255.004,https://photos.camavision.com/cb0aa9e7e355625ac90f6b76c4d5124d/70,"
            1113 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1940,528,"$32,110","$32,110",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.458.003,https://photos.camavision.com/04db0d7bed6349409f8f035a218e5dc6/70,"
            210 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1632,"$146,660","$146,660",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.458.022,,"
            214 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,2436,"$126,420","$126,420",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.458.001,https://photos.camavision.com/96781f54d987c5d2a3beae101663c0ab/70,"
            218 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1930,1274,"$100,940","$100,940",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.451.008,https://photos.camavision.com/ce9efa2f0be5b66dc109d90c10c3a2d3/70,"
            301 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1418,"$116,790","$116,790",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.451.005,https://photos.camavision.com/c3c8b823bd15dfd2003f99eb97175f75/70,"
            403 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,2044,"$102,190","$102,190",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.451.003,https://photos.camavision.com/c30753b5c98adbbdbdf7bedd2b474651/70,"
            409 2ND AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1900,1400,"$95,710","$95,710",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.452.003,https://photos.camavision.com/c4f9152fbbd952d0c1efd14ba6d95aa2/70,"
            410 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1910,1512,"$66,920","$66,920",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.451.002,https://photos.camavision.com/0f720e4fbdb7583dde4b3c9c730e7c02/70,"
            413 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2244,"$124,560","$124,560",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.451.001,https://photos.camavision.com/97de054c7c6a563b104eb9003bc9402b/70,"
            417 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2758,"$185,420","$185,420",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.452.009,https://photos.camavision.com/e89a2b763383e505d541a14f345938f1/70,"
            418 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2012,"$158,450","$158,450",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.414.005,https://photos.camavision.com/3e2bebcb9120a8f4e43df0b9e5559caa/70,"
            500 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1880,1562,"$129,450","$129,450",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.413.006,https://photos.camavision.com/bb8ade3e4c21d5cca8af3c34b8f2facd/70,"
            501 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1894,2129,"$110,300","$110,300",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
06.34.414.004,https://photos.camavision.com/8545c27e3e2fe8b8efecce2c5fb0b9bd/70,"
            504 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1870,2164,"$97,950","$97,950",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.413.004,https://photos.camavision.com/7b26b485df7e7bd622ea0ab8d31b5a79/70,"
            507 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1896,2511,"$183,490","$183,490",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.409.006,https://photos.camavision.com/0dc7157c2cceec11427586530915ce8d/70,"
            603 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,3168,"$108,370","$108,370",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.409.004,https://photos.camavision.com/3556ed0b4bb4094106e8fc45e98686d3/70,"
            611 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1817,"$83,910","$83,910",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.406.005,https://photos.camavision.com/928edebe2321ef8e11d19362aaf59083/70,"
            700 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1878,1236,"$71,330","$71,330",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.406.004,https://photos.camavision.com/814832eb93d876da67d2678a18a90705/70,"
            706 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1947,1535,"$152,650","$152,650",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.405.003,https://photos.camavision.com/fefae2b8fa9339ad385c03a6b80b36ae/70,"
            709 2ND AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1870,1142,"$80,090","$80,090",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.406.003,https://photos.camavision.com/cd35182acb60fb166cd9673d3ca35d69/70,"
            710 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1772,"$110,410","$110,410",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.405.001,https://photos.camavision.com/98c649a3508959507e2ca6647ca8d9dc/70,"
            715 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1900,1091,"$84,180","$84,180",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.401.002,https://photos.camavision.com/38fe67ee5dd03c1640bba4891fddb66d/70,"
            801 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1915,1166,"$117,790","$117,790",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.267.004,https://photos.camavision.com/ec38bf0b239c91a1b2b811b4f27b0420/70,"
            808 2ND AVE NE, INDEPENDENCE
                      ",1 Story Frame,1900,1066,"$59,170","$59,170",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.267.002,https://photos.camavision.com/1d48795f607b20beba166c60ca8fa081/70,"
            812 2ND AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1880,1584,"$94,890","$94,890",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
06.34.263.002,https://photos.camavision.com/b076d2c2ba25fb9c6cc12bbf4a1a47b7/70,"
            900 2ND AVE NE, INDEPENDENCE
                      ",2 Story Frame,1910,1048,"$45,130","$45,130",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.431.004,https://photos.camavision.com/eb0a4f100896608623ec0f85bde3a8fd/70,"
            516 2ND AVE SE, INDEPENDENCE
                      ",1 Story Frame,1954,864,"$140,030","$140,030",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.430.004,https://photos.camavision.com/4aca67f6a9d4c598a2acaf5ec7392881/70,"
            517 2ND AVE SE, INDEPENDENCE
                      ",1 Story Frame,1945,592,"$51,030","$51,030",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.258.003,https://photos.camavision.com/5dfbb44f5b141e3c4ebe6cada60abf52/70,"
            203 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1902,2952,"$206,700","$206,700",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.258.005,https://photos.camavision.com/aae7e80b4448fcb9a0074f7b929e61b4/70,"
            209 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1955,1424,"$141,260","$141,260",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.258.006,https://photos.camavision.com/f9675687700cca9c199b5096f6ae1ef3/70,"
            215 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1883,3516,"$194,580","$194,580",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.282.002,https://photos.camavision.com/7d2ce1887a3ad8432c8ce1aa2c6666c4/70,"
            302 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1905,1932,"$172,910","$172,910",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.282.004,https://photos.camavision.com/4b3b40abd60283dd8c7319430aac1315/70,"
            312 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1948,2166,"$284,350","$284,350",https://buchanan.iowaassessors.com/results.php?page=16&history=-16&ts=1688576139
10.04.262.009,https://photos.camavision.com/5eb051135b96478094ab5692d430b464/70,"
            315 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1942,1623,"$176,070","$176,070",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.266.002,https://photos.camavision.com/66f613c057240b3f02d0208e38ae33ab/70,"
            401 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1910,2719,"$236,920","$236,920",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.283.001,https://photos.camavision.com/d9673855119f69a425ea57e9ca735791/70,"
            402 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1910,3010,"$235,900","$235,900",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.283.004,https://photos.camavision.com/b9533fbd1a5b64fcd0f79169fe7822e5/70,"
            406 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1900,2260,"$200,820","$200,820",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.404.007,,"
            501 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1893,3052,"$209,150","$209,150",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.426.002,https://photos.camavision.com/3d92cac0527297681b5a4ad295b88a31/70,"
            506 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1916,2487,"$183,780","$183,780",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.404.008,https://photos.camavision.com/2ef76d44e48ce2228d68a6be7142759b/70,"
            507 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1948,1492,"$165,080","$165,080",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.426.003,https://photos.camavision.com/3c41cbb61465181f02ddb28bfe8d08e5/70,"
            508 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1880,2131,"$244,380","$244,380",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.404.009,https://photos.camavision.com/d064bc371fabc86b2732cc48d6cc49d5/70,"
            511 2ND AVE SW, INDEPENDENCE
                      ",2 Story Frame,1917,1440,"$118,340","$118,340",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.426.004,https://photos.camavision.com/8befd088767be2c8dc3dcdbf1c15b8b8/70,"
            512 2ND AVE SW, INDEPENDENCE
                      ",1 1/2 Story Frame,1943,1219,"$114,960","$114,960",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.429.002,https://photos.camavision.com/a926f333d4012a420dcc356660687705/70,"
            610 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1964,1080,"$172,830","$172,830",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.408.006,,"
            611 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1962,2146,"$184,400","$184,400",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
10.04.429.003,https://photos.camavision.com/3056b2c8083500432ad965c64c35e017/70,"
            612 2ND AVE SW, INDEPENDENCE
                      ",1 Story Frame,1963,1040,"$119,830","$119,830",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.35.359.008,https://photos.camavision.com/bd461ca962281f68d1aa1c030443e3cc/70,"
            1000 2ND ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1992,1693,"$214,020","$214,020",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.35.362.002,https://photos.camavision.com/acd5f6268c4c24914280ac43c3c18efe/70,"
            1009 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1959,988,"$126,010","$126,010",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.35.362.003,https://photos.camavision.com/2d4edb00bd94fe7777b26dff86243a83/70,"
            1015 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1961,988,"$128,780","$128,780",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.35.359.011,https://photos.camavision.com/447ee854c89a163b4be1d3a87e1a3f61/70,"
            1016 2ND ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1975,1598,"$204,970","$204,970",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.34.458.009,https://photos.camavision.com/bc93bd4d893e793e020b2e17e7757846/70,"
            208 2ND ST NE 
                      ",,,,"$65,930","$65,930",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.34.489.002,https://photos.camavision.com/e3e35e97afd2f38467bb91e8cba4f6a6/70,"
            607 2ND ST NE, INDEPENDENCE
                      ",2 Story Frame,1870,1436,"$123,430","$123,430",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.34.489.003,,"
            609 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1870,912,"$80,280","$80,280",https://buchanan.iowaassessors.com/results.php?page=17&history=-17&ts=1688576139
06.34.486.005,https://photos.camavision.com/304d35d47860d3c7afdef97451904565/70,"
            706 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1890,961,"$70,760","$70,760",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.35.361.002,https://photos.camavision.com/0984c8f5a985028f36da01533ebb2235/70,"
            813 2ND ST NE, INDEPENDENCE
                      ",1 Story Brick,1910,1760,"$163,350","$163,350",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.35.361.003,https://photos.camavision.com/1f6ffe55c7e070d706751cc5b97cf8f9/70,"
            815 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1952,1020,"$112,470","$112,470",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.35.357.008,https://photos.camavision.com/dfd3e4bff6d7137263d59c1672e198d5/70,"
            816 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1900,1134,"$104,840","$104,840",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.35.361.005,https://photos.camavision.com/585dc0a1f10fcfcef76f36a425525f48/70,"
            821 2ND ST NE, INDEPENDENCE
                      ",1 Story Frame,1957,1080,"$115,840","$115,840",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.35.359.007,https://photos.camavision.com/dd6a5c4dc4c1774db461ccefed787e4e/70,"
            916 2ND ST NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1920,1224,"$59,250","$59,250",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.382.017,,"
            400 2ND ST NW, INDEPENDENCE
                      ",,,,"$13,720","$13,720",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.386.005,https://photos.camavision.com/cedb20835baf91e1812ae08f7caa693d/70,"
            415 2ND ST NW, INDEPENDENCE
                      ",1 Story Frame,2022,1456,"$283,690","$283,690",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.386.004,https://photos.camavision.com/e66d08a9460bdba7ac9960838dac57d2/70,"
            501 2ND ST NW, INDEPENDENCE
                      ",1 Story Frame,1940,1204,"$114,520","$114,520",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.386.003,https://photos.camavision.com/676b71c9c77307392d303e7ab12792a4/70,"
            507 2ND ST NW, INDEPENDENCE
                      ",2 Story Frame,1900,1728,"$173,300","$173,300",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.382.009,https://photos.camavision.com/8877e4fbb431caed89bbfd02aeb7b3b1/70,"
            514 2ND ST NW, INDEPENDENCE
                      ",2 Story Frame,1885,2189,"$51,250","$51,250",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.358.009,https://photos.camavision.com/aa0143a63873146bf2f758792ee14dbd/70,"
            600 2ND ST NW, INDEPENDENCE
                      ",2 Story Frame,1920,1526,"$127,940","$127,940",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
06.34.357.007,https://photos.camavision.com/4aa91c81de052fc80451ee021d4ecdf9/70,"
            708 2ND ST NW, INDEPENDENCE
                      ",1 1/2 Story Frame,1867,1098,"$57,650","$57,650",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.04.280.014,https://photos.camavision.com/1c31ca5f46b2c6509414a48601d16b5e/70,"
            203 2ND ST SE, INDEPENDENCE
                      ",1 Story Frame,1940,744,"$77,750","$77,750",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.04.280.003,https://photos.camavision.com/2100a360faa4a894b23c95ef8d1c7cae/70,"
            205 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1887,2742,"$136,700","$136,700",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.04.278.020,https://photos.camavision.com/f858d2e4bbd16f38eda7d2b32432d1ee/70,"
            306 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1900,1653,"$89,830","$89,830",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.03.156.005,,"
            509 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1890,1281,"$72,900","$72,900",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.03.157.002,https://photos.camavision.com/70a8781adcbfd930d7e8056a2eb7b3c5/70,"
            607 2ND ST SE, INDEPENDENCE
                      ",1 Story Frame,1929,1050,"$120,750","$120,750",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.03.153.008,,"
            608 2ND ST SE, INDEPENDENCE
                      ",1 Story Frame,1900,1786,"$132,150","$132,150",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.03.157.003,https://photos.camavision.com/580310c5f9d97636662295e8b41bc110/70,"
            611 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1920,1560,"$102,990","$102,990",https://buchanan.iowaassessors.com/results.php?page=18&history=-18&ts=1688576139
10.03.157.005,,"
            617 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1924,1506,"$120,270","$120,270",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.03.158.005,https://photos.camavision.com/f0cf788eb57bbe47cc0b7c483a9108b6/70,"
            707 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1910,1296,"$101,250","$101,250",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.03.158.006,https://photos.camavision.com/9d0b62d240dd656d45e0aeac1112dcb8/70,"
            713 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1900,1401,"$157,120","$157,120",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.03.154.007,https://photos.camavision.com/bc93e624933de135b0573451defcf291/70,"
            714 2ND ST SE, INDEPENDENCE
                      ",2 Story Frame,1900,1524,"$115,890","$115,890",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.018,https://photos.camavision.com/eb31e767f20d109a7521461e27d19b3e/70,"
            1400 2ND ST SW, INDEPENDENCE
                      ",Split Foyer Frame,1980,858,"$139,480","$139,480",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.016,,"
            1412 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1967,960,"$106,620","$106,620",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.280.002,https://photos.camavision.com/541e0c4167292bd2bdaebff5b568405e/70,"
            1413 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1980,1329,"$179,830","$179,830",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.015,https://photos.camavision.com/1a0b18f31532e24a987f577cb8749ea4/70,"
            1418 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1982,1008,"$170,380","$170,380",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.014,https://photos.camavision.com/3f9eefd9d27dd8d0a5f4c9387b683336/70,"
            1500 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1982,960,"$164,150","$164,150",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.012,,"
            1512 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1982,960,"$153,010","$153,010",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.277.011,https://photos.camavision.com/e11102e7a005547296c659a5ee929a23/70,"
            1518 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1983,1008,"$171,550","$171,550",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.279.004,https://photos.camavision.com/7f90a845d8d23335f6f17f17cbe93df8/70,"
            1601 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1978,1092,"$200,360","$200,360",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.279.003,https://photos.camavision.com/2015d9cbcf02c8ac08bfa42d51416ad7/70,"
            1607 2ND ST SW, INDEPENDENCE
                      ",Split Level Frame,1978,1028,"$176,920","$176,920",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.05.276.002,https://photos.camavision.com/8390560ee274feca8ca07e8541a2c524/70,"
            1706 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1982,1184,"$155,250","$155,250",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.254.006,https://photos.camavision.com/e7259538a6cebc3ce8e76c186ad3a055/70,"
            208 2ND ST SW, INDEPENDENCE
                      ",1 Story Brick,1965,1200,"$141,010","$141,010",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.258.002,,"
            209 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1967,1324,"$161,070","$161,070",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.254.005,https://photos.camavision.com/197a9cd2680541e04e6523a1fcca90af/70,"
            214 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1880,1104,"$76,200","$76,200",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.253.008,https://photos.camavision.com/0c031f1f3024fe935550b64428aba000/70,"
            302 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1900,1424,"$90,260","$90,260",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.253.007,https://photos.camavision.com/a239bc10711a0936f8aa5ccfdb53889c/70,"
            304 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1908,2142,"$119,320","$119,320",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.253.006,https://photos.camavision.com/4b06b82b8fe9b872af61d1d25b119959/70,"
            308 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1935,1336,"$148,360","$148,360",https://buchanan.iowaassessors.com/results.php?page=19&history=-19&ts=1688576139
10.04.257.001,https://photos.camavision.com/86ba0369e06b662f79dfe26559994862/70,"
            313 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1950,1340,"$202,090","$202,090",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.252.005,https://photos.camavision.com/ee55ed3bde9c38d695888b9e112a797a/70,"
            410 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1928,1780,"$170,860","$170,860",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.252.004,https://photos.camavision.com/17659bf7fa94a0fbe1aa426e23897541/70,"
            412 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1925,1962,"$138,740","$138,740",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.251.004,https://photos.camavision.com/10e553e049d456d7b8f2845012b78cc8/70,"
            510 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1949,1334,"$121,200","$121,200",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.251.003,https://photos.camavision.com/d4a988b93cf0dbebf08b8c2d8ae13573/70,"
            514 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1900,2259,"$153,990","$153,990",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.181.003,https://photos.camavision.com/cef17f6e4c7775d742b2a78dbbf1bc78/70,"
            707 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1958,1235,"$155,190","$155,190",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.178.005,https://photos.camavision.com/18387d3f62b2f237f495a71c6eb795d2/70,"
            710 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1957,1288,"$156,190","$156,190",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.180.002,https://photos.camavision.com/f3ff4d2ccd215c280b186551badf477b/70,"
            811 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1950,978,"$143,520","$143,520",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
